role,login_hour,failed_logins,files_accessed,sensitive_files_accessed,usb_insertions,external_email_count,vpn_usage,working_hours_violation,anomaly_score,insider_threat
0,21,1,15,0,0,4,0,0,0.659,0
0,13,0,22,1,0,1,0,0,0.297,0
3,19,2,14,1,0,2,1,0,0.336,0
2,14,2,15,0,0,5,0,0,0.95,0
3,14,0,12,0,2,1,1,0,0.915,0
3,0,1,13,2,0,3,0,0,0.328,0
2,4,2,18,0,0,6,1,1,0.305,0
2,18,1,14,1,1,1,0,1,0.818,0
2,5,0,23,0,0,1,0,0,0.714,0
2,21,1,23,1,1,3,0,1,0.481,0
3,2,2,12,0,0,1,0,0,0.305,0
0,5,2,17,2,0,1,0,0,0.491,0
3,22,0,13,1,1,3,0,0,0.291,1
2,9,0,19,1,1,4,0,0,0.882,1
2,11,0,24,1,0,3,0,0,0.326,0
2,0,0,16,1,0,4,0,0,0.068,1
2,17,0,14,0,1,4,1,1,0.897,0
0,16,2,20,0,1,3,0,0,0.074,1
1,0,2,13,1,0,0,1,0,0.183,0
2,15,1,17,3,0,1,1,0,0.571,1
2,16,1,12,0,1,0,0,0,0.645,0
2,5,2,15,2,1,1,0,0,0.01,0
2,9,2,18,3,1,0,0,1,0.585,0
3,20,2,14,0,1,2,0,1,0.794,1
2,3,0,12,0,1,3,0,0,0.255,0
2,8,4,8,2,0,0,1,0,0.376,0
2,21,0,14,2,0,2,1,0,0.968,0
3,13,1,14,0,1,0,1,0,0.883,0
2,3,0,12,2,0,0,0,1,0.984,0
2,11,0,18,0,0,1,0,0,0.158,0
2,5,1,20,0,1,0,0,1,0.381,0
2,5,1,13,2,2,2,1,0,0.837,0
2,19,1,13,0,0,3,0,1,0.884,0
3,7,2,19,0,0,1,1,0,0.436,0
0,11,0,10,1,2,2,0,0,0.315,0
2,20,2,19,2,2,1,0,0,0.076,0
2,8,2,11,0,0,1,0,0,0.725,0
3,19,1,19,1,0,2,0,1,0.45,0
1,23,2,15,0,1,1,1,0,0.585,1
2,11,2,13,2,0,2,0,0,0.163,0
3,22,2,17,0,1,2,1,0,0.598,0
2,6,2,16,0,0,3,1,0,0.968,0
0,11,0,13,0,2,0,1,1,0.032,0
2,8,1,13,2,1,0,0,0,0.617,0
1,17,2,23,1,1,3,0,0,0.195,1
2,1,2,11,0,1,3,0,0,0.948,0
2,23,1,19,1,0,5,0,1,0.752,0
0,1,0,18,1,0,0,1,0,0.994,0
2,11,0,6,2,2,2,0,1,0.36,0
3,23,0,17,0,1,2,1,0,0.452,0
2,15,3,11,2,2,1,0,0,0.601,0
2,5,1,17,0,0,2,0,0,0.163,0
0,12,3,24,1,0,4,0,0,0.953,0
2,15,1,17,0,0,2,0,0,0.629,0
2,1,0,14,1,2,3,0,0,0.743,0
0,22,0,21,0,2,1,0,0,0.078,0
0,9,2,12,0,0,3,0,1,0.507,0
3,9,0,17,0,0,1,0,1,0.736,0
2,5,1,13,0,0,2,0,0,0.227,0
2,19,1,10,0,0,2,1,0,0.004,0
2,4,3,15,0,1,2,0,0,0.44,0
2,0,0,21,0,0,1,1,0,0.044,0
2,23,2,14,0,0,1,0,1,0.358,0
0,13,2,12,1,0,2,1,0,0.34,1
2,17,0,11,0,1,3,1,0,0.735,0
2,21,1,16,2,0,3,0,0,0.187,0
1,11,0,9,1,0,1,0,0,0.68,0
3,10,3,15,2,0,3,0,1,0.911,1
2,16,0,15,1,1,2,1,0,0.725,0
2,20,0,10,1,2,0,1,0,0.782,0
3,3,0,13,1,0,2,0,0,0.26,1
2,6,1,20,1,0,3,1,1,0.132,1
2,17,0,16,1,1,4,1,0,0.506,0
2,15,1,15,2,0,0,0,0,0.39,0
3,1,2,15,0,1,1,0,1,0.726,0
2,18,2,19,1,0,0,1,0,0.339,0
1,18,5,12,3,1,2,0,0,0.593,0
2,0,1,16,0,0,1,1,0,0.1,0
2,9,3,15,1,0,0,0,0,0.609,0
3,5,0,20,0,2,1,0,0,0.626,0
2,16,2,13,0,2,4,0,0,0.406,0
2,22,1,19,1,1,1,0,0,0.235,0
2,8,2,10,0,0,1,0,0,0.122,0
2,0,2,17,0,0,1,0,1,0.534,0
3,2,1,17,1,1,1,0,0,0.407,0
0,7,1,20,0,1,3,1,0,0.063,0
2,15,0,14,0,1,1,0,1,0.941,1
2,12,0,15,0,1,1,0,0,0.838,0
2,15,1,11,2,0,5,0,0,0.28,1
2,14,3,15,2,1,2,0,1,0.081,0
2,9,2,20,0,1,0,1,0,0.362,0
2,8,2,12,2,0,2,0,0,0.735,0
3,12,3,11,2,1,1,1,0,0.223,0
3,0,3,10,1,2,0,0,0,0.051,0
2,1,3,15,1,0,5,0,0,0.777,0
2,21,0,11,0,0,5,1,0,0.643,0
2,14,2,25,1,0,1,1,1,0.886,0
2,22,1,17,2,0,2,1,0,0.385,0
2,6,2,14,0,0,2,0,0,0.291,0
2,14,1,14,1,0,1,1,0,0.205,0
3,1,1,14,0,0,2,1,0,0.302,0
2,15,0,14,2,0,3,0,0,0.263,0
2,21,0,15,1,0,0,0,1,0.306,1
2,0,2,19,1,0,3,0,1,0.79,0
2,0,1,9,0,0,4,0,0,0.526,0
2,8,0,12,0,0,2,1,0,0.681,0
2,7,0,11,0,0,1,0,1,0.63,1
1,6,0,16,2,1,0,0,0,0.021,0
3,13,0,18,0,1,1,0,1,0.64,0
2,23,0,16,0,1,2,0,0,0.363,0
2,14,2,21,0,2,0,0,1,0.583,0
3,11,0,19,0,2,3,0,0,0.102,0
2,21,1,12,0,0,4,0,0,0.611,0
2,20,0,13,0,0,0,0,0,0.84,0
2,13,4,15,0,0,2,1,0,0.056,1
2,11,0,15,0,2,0,0,0,0.292,0
3,10,0,12,1,2,2,1,1,0.254,0
0,14,2,10,1,0,0,1,1,0.56,0
1,21,0,20,0,0,1,0,0,0.616,0
0,0,1,15,2,0,1,0,0,0.578,0
1,23,3,17,1,0,0,1,0,0.277,0
2,16,1,13,0,0,2,0,0,0.282,1
2,15,2,14,0,0,3,0,0,0.306,0
2,13,1,13,1,0,3,0,0,0.444,0
3,16,0,23,1,1,0,1,0,0.191,0
2,6,3,18,2,0,4,0,0,0.053,0
2,22,3,11,0,0,2,1,0,0.694,0
2,12,1,17,0,0,1,0,0,0.058,0
3,23,1,17,1,1,1,1,1,0.976,0
2,10,0,19,1,1,3,1,1,0.346,0
2,6,0,8,2,0,4,1,0,0.26,0
2,14,1,15,0,0,3,0,1,0.318,0
2,4,1,15,0,0,1,0,0,0.181,0
2,7,1,15,0,1,1,1,0,0.16,0
2,13,2,13,1,1,1,0,0,0.803,0
2,8,1,11,0,0,5,0,0,0.592,0
1,6,3,13,1,0,1,0,0,0.974,0
2,10,1,14,1,0,1,0,1,0.164,0
2,2,1,17,0,1,2,0,0,0.11,0
3,12,1,18,3,2,1,0,1,0.25,0
2,4,0,6,1,0,1,0,0,0.959,0
2,14,1,8,1,0,3,0,0,0.285,0
1,16,2,15,1,1,1,1,1,0.287,1
2,0,0,15,0,0,0,0,0,0.676,0
0,10,2,15,2,0,0,0,0,0.105,0
2,15,1,15,2,0,1,1,0,0.292,0
2,11,1,16,1,1,0,1,0,0.762,0
0,11,1,13,1,1,2,0,0,0.543,0
2,3,4,18,1,0,1,0,0,0.113,1
2,2,0,14,1,0,3,0,0,0.311,0
2,5,0,20,1,1,6,0,1,0.414,0
2,2,3,16,1,1,2,0,0,0.76,0
2,9,1,17,1,0,4,0,0,0.567,0
2,0,1,13,1,1,0,1,0,0.023,0
1,21,1,17,2,0,3,0,0,0.769,0
2,18,1,22,0,1,0,1,0,0.861,0
3,12,0,11,1,1,3,0,1,0.107,0
2,20,1,10,0,1,1,0,0,0.243,0
2,7,1,12,1,0,3,0,0,0.903,1
2,1,2,13,0,1,1,0,0,0.965,1
2,0,1,15,1,0,2,0,0,0.658,0
0,1,0,8,0,0,1,0,0,0.785,0
3,16,2,18,2,0,0,0,0,0.552,0
0,10,1,14,1,0,1,0,0,0.944,0
3,22,2,17,0,0,3,0,0,0.068,0
3,11,2,15,1,0,3,1,0,0.761,1
2,17,0,17,1,0,2,0,0,0.246,0
3,11,0,14,2,1,2,0,0,0.054,0
2,22,0,15,0,0,3,1,0,0.918,0
2,9,6,16,1,1,4,0,0,0.491,0
2,22,2,16,0,1,1,1,0,0.467,0
3,13,0,18,0,0,3,1,0,0.286,0
2,3,1,18,4,0,3,0,0,0.664,0
2,18,0,14,1,0,0,0,0,0.407,1
2,1,2,7,1,1,2,0,1,0.242,0
2,12,1,15,1,1,2,0,1,0.529,0
2,19,0,10,1,0,3,1,0,0.176,0
2,3,2,18,1,0,4,0,1,0.617,0
0,16,0,16,0,2,1,1,0,0.429,1
2,14,3,16,0,0,5,0,0,0.776,0
2,2,0,10,1,2,5,0,0,0.928,0
2,1,1,16,0,0,1,0,0,0.307,0
3,3,1,11,2,0,1,1,0,0.576,0
3,12,1,17,2,0,2,0,0,0.855,0
2,18,1,13,1,0,2,0,0,0.766,0
2,0,1,11,1,0,2,0,0,0.555,0
0,15,0,17,1,0,1,0,1,0.566,0
3,1,1,15,0,1,0,1,0,0.608,0
2,8,1,14,1,0,5,0,0,0.847,0
3,15,0,14,1,0,4,0,0,0.713,0
2,9,1,11,0,0,1,0,0,0.232,0
2,6,2,23,2,1,1,0,0,0.016,0
2,7,1,20,2,1,2,0,0,0.537,1
0,12,1,11,1,1,1,0,0,0.452,0
3,6,1,17,0,1,0,0,0,0.673,0
2,4,2,13,1,0,1,1,1,0.107,0
0,1,1,18,1,0,2,0,1,0.706,0
2,21,0,9,0,0,2,1,1,0.096,0
2,4,1,9,1,1,0,0,0,0.191,0
2,15,2,15,2,0,2,0,0,0.133,0
2,11,0,13,0,0,6,1,0,0.298,0
2,8,2,14,1,0,1,0,1,0.475,0
2,6,4,14,2,2,0,0,0,0.426,0
0,9,3,22,0,0,1,0,0,0.112,0
2,5,1,22,0,0,0,1,1,0.702,0
0,19,0,17,1,0,2,0,1,0.088,0
2,14,2,16,0,1,1,0,1,0.456,0
3,21,0,16,1,0,3,0,0,0.538,0
2,15,4,18,3,1,0,0,0,0.075,1
3,17,1,17,1,0,1,0,0,0.394,0
2,22,2,17,1,0,1,0,0,0.752,0
0,5,0,13,0,0,4,0,0,0.795,0
2,0,2,19,1,0,4,0,0,0.165,0
2,15,2,20,1,0,2,0,1,0.717,0
1,3,5,22,0,0,2,0,1,0.729,0
2,3,0,18,0,1,1,0,0,0.798,1
2,16,2,19,1,0,0,0,0,0.38,0
2,19,0,13,0,1,3,0,0,0.699,0
1,0,0,12,1,2,0,1,1,0.93,0
3,1,1,19,1,1,2,0,0,0.173,0
1,6,1,11,1,1,1,0,0,0.284,0
1,10,0,12,1,0,3,0,0,0.412,0
2,10,1,17,1,1,2,1,0,0.951,1
2,16,0,14,0,1,2,1,0,0.139,0
2,9,3,16,0,1,0,1,1,0.097,0
2,19,2,11,2,0,3,1,0,0.382,0
2,22,3,13,0,0,1,0,0,0.775,0
1,18,2,17,1,0,2,1,0,0.498,0
2,16,1,18,0,0,0,1,0,0.753,0
3,4,1,22,1,1,5,1,0,0.269,0
3,19,3,18,1,1,4,0,0,0.172,1
0,18,0,11,0,2,2,0,0,0.536,0
2,10,2,8,1,2,1,0,0,0.865,1
2,12,1,12,0,0,3,0,1,0.521,0
0,3,0,16,2,1,1,1,0,0.918,0
2,10,1,9,1,1,2,1,0,0.961,0
2,4,1,15,0,0,4,1,0,0.158,0
2,18,2,19,0,0,1,1,1,0.145,0
2,13,1,15,2,0,1,0,0,0.443,0
1,14,2,18,2,0,2,0,1,0.568,0
3,8,1,12,2,0,0,0,0,0.843,0
1,1,1,15,1,1,3,0,0,0.882,0
3,2,1,14,0,0,1,0,0,0.141,0
2,7,0,15,1,0,1,0,0,0.599,0
3,8,1,18,0,0,0,0,0,0.949,0
2,5,1,16,0,0,1,1,0,0.317,0
0,21,0,25,2,1,2,0,1,0.965,0
2,23,2,15,0,0,1,0,0,0.373,0
2,23,2,12,0,1,2,0,1,0.487,0
3,5,3,13,1,1,1,0,0,0.839,0
2,5,0,24,0,1,2,0,1,0.788,0
3,21,0,12,0,0,1,1,0,0.567,0
2,13,2,21,2,1,1,0,0,0.69,1
2,0,1,19,0,0,2,0,1,0.546,0
2,7,1,21,0,0,0,0,0,0.902,0
2,22,2,14,0,1,1,0,1,0.36,1
2,19,0,18,0,0,3,0,0,0.36,0
3,1,3,20,1,2,0,0,1,0.453,0
2,3,3,14,0,1,2,0,1,0.881,0
2,5,1,14,0,1,4,1,0,0.624,0
1,22,1,17,3,1,6,0,1,0.429,0
2,23,0,12,0,0,0,0,0,0.954,0
1,13,1,8,0,1,0,1,1,0.091,0
3,17,0,18,1,2,0,1,0,0.561,0
2,1,1,18,0,0,2,0,0,0.403,0
2,1,1,22,0,2,1,0,0,0.091,0
2,18,0,13,1,0,2,0,0,0.328,0
2,0,1,13,1,1,2,0,1,0.844,0
3,13,1,13,0,1,1,0,0,0.554,0
2,20,0,13,0,2,0,0,1,0.363,0
2,3,2,9,0,1,2,0,1,0.378,0
2,0,1,17,0,1,3,1,0,0.459,0
2,21,1,12,0,0,2,0,0,0.63,0
2,22,1,16,0,0,0,0,0,0.822,1
3,2,1,9,1,1,1,0,0,0.605,0
2,10,3,20,3,0,2,1,0,0.673,0
2,3,1,21,1,1,1,0,0,0.278,0
2,7,2,13,0,0,3,0,0,0.794,0
2,10,3,11,0,1,3,1,1,0.686,0
2,8,0,11,0,1,0,1,0,0.352,1
0,9,1,7,0,1,2,0,0,0.495,1
2,16,1,24,0,2,1,0,1,0.492,0
2,23,0,8,1,1,1,0,0,0.349,0
2,14,2,8,1,1,4,0,0,0.106,0
1,22,0,13,1,0,1,0,0,0.007,0
2,1,0,13,1,2,2,0,0,0.511,0
2,1,0,7,1,0,1,0,0,0.337,0
2,7,0,12,0,1,2,0,0,0.43,0
2,9,1,22,0,0,2,0,1,0.004,0
2,14,2,17,0,0,2,0,0,0.792,1
1,10,1,15,0,0,0,0,0,0.981,0
2,20,1,11,2,2,1,0,1,0.356,0
2,10,2,16,1,1,1,0,0,0.753,0
2,10,0,10,0,0,3,1,1,0.297,0
2,13,0,26,0,1,3,0,0,0.829,0
1,13,0,20,0,0,2,0,0,0.894,0
2,8,0,14,0,1,2,0,0,0.151,0
2,22,3,12,0,1,1,0,1,0.475,0
2,1,2,10,2,1,5,1,1,0.866,0
2,18,1,18,0,0,1,0,0,0.298,0
3,1,3,20,1,0,1,0,0,0.97,0
2,11,1,7,1,0,6,0,0,0.828,0
2,7,1,16,1,0,4,0,0,0.939,0
3,2,0,14,0,2,1,0,0,0.892,0
2,3,1,17,0,0,1,0,0,0.795,0
1,14,3,15,1,0,1,0,0,0.711,0
2,11,0,18,0,1,2,1,0,0.996,0
2,3,0,14,2,0,0,0,0,0.135,0
3,15,0,14,1,0,1,1,0,0.715,1
2,1,1,13,0,0,1,0,1,0.051,0
2,0,0,11,1,0,3,0,0,0.967,0
2,10,3,14,2,0,0,0,1,0.62,0
0,8,3,18,0,0,1,0,1,0.978,0
2,23,2,18,0,0,2,1,1,0.871,0
2,23,2,14,0,1,1,1,0,0.673,0
2,4,2,15,1,1,2,0,0,0.351,0
2,6,1,13,4,0,2,1,0,0.417,1
2,3,1,20,0,0,1,1,0,0.244,0
3,10,3,15,0,1,2,0,0,0.692,0
1,8,0,13,1,1,1,0,0,0.992,0
2,21,2,10,0,1,2,0,0,0.989,0
2,21,4,15,2,0,5,0,0,0.749,0
2,14,1,15,1,0,1,0,0,0.303,0
0,9,0,22,2,1,2,0,0,0.596,0
2,7,0,17,2,0,0,0,0,0.243,0
0,6,2,11,0,0,0,0,1,0.816,0
3,8,1,18,0,0,1,0,0,0.381,0
3,3,0,16,0,1,0,0,0,0.103,0
2,14,3,11,1,0,2,1,1,0.06,1
3,5,1,12,1,1,4,0,1,0.951,0
2,4,1,17,2,1,2,0,1,0.788,0
2,22,2,18,1,1,0,0,0,0.574,0
2,10,0,14,1,1,3,0,0,0.871,0
2,5,2,15,1,0,5,0,0,0.235,1
2,11,2,12,0,2,1,0,1,0.416,1
3,23,4,12,0,1,0,1,1,0.925,0
0,14,0,12,2,0,3,1,0,0.103,0
2,20,3,11,1,1,4,1,0,0.603,0
2,8,1,14,1,0,1,0,1,0.216,1
3,16,2,11,1,0,2,0,1,0.327,0
2,0,0,11,1,0,1,0,0,0.421,0
2,8,0,14,1,0,1,0,0,0.469,0
1,5,2,19,0,0,2,0,0,0.332,0
2,15,2,15,2,1,1,0,0,0.308,0
2,20,2,15,1,0,2,1,0,0.785,0
2,4,2,14,0,0,2,1,0,0.772,0
2,9,1,10,1,0,2,1,0,0.968,0
2,23,3,19,0,1,2,0,0,0.647,0
0,13,0,15,2,0,2,1,0,0.847,0
3,0,0,22,0,0,4,0,0,0.614,1
2,18,0,24,1,0,2,0,0,0.497,0
2,9,0,22,0,0,3,0,0,0.521,0
2,7,0,19,2,0,1,1,1,0.456,0
2,10,2,17,0,0,2,1,0,0.926,0
2,13,1,14,3,0,0,0,0,0.436,0
2,22,1,18,0,1,1,0,0,0.707,0
3,13,2,17,0,0,3,0,0,0.383,0
2,0,0,11,3,1,3,1,0,0.471,0
2,11,1,8,1,1,3,0,0,0.031,0
0,5,0,11,0,0,1,0,0,0.307,0
0,1,0,9,1,1,1,0,0,0.494,0
2,1,1,10,1,0,4,0,1,0.926,0
2,17,1,17,1,1,1,0,0,0.704,0
2,20,2,12,1,0,5,0,0,0.551,1
1,8,3,19,1,0,2,0,0,0.874,0
2,5,1,11,0,0,1,0,1,0.616,1
2,6,0,19,1,0,4,0,1,0.382,1
2,4,1,20,1,0,2,0,0,0.412,1
0,21,0,8,2,0,2,1,0,0.695,0
2,12,1,11,0,0,0,1,0,0.434,1
2,15,1,13,0,2,4,0,0,0.05,0
0,10,2,20,2,1,3,0,1,0.894,0
2,7,1,15,0,1,2,1,0,0.537,0
2,8,1,12,0,0,2,0,0,0.148,0
2,2,1,13,2,1,2,0,0,0.6,0
1,11,0,25,0,1,2,0,0,0.253,0
3,4,4,9,1,0,2,0,0,0.855,0
2,5,0,11,2,2,3,0,0,0.419,0
0,8,1,15,0,1,1,1,0,0.345,0
2,10,1,13,1,1,2,0,0,0.918,0
2,18,0,18,1,2,4,0,0,0.434,0
3,10,3,15,0,1,1,1,0,0.335,0
2,19,1,21,1,1,4,0,0,0.507,0
1,11,1,22,1,0,1,1,1,0.478,0
3,23,1,22,0,0,1,0,1,0.412,0
0,0,1,22,2,0,1,1,0,0.564,0
2,7,2,13,0,1,3,0,1,0.852,0
2,12,1,22,0,0,2,1,0,0.065,1
2,0,2,17,1,2,0,0,0,0.539,0
0,15,1,13,1,1,2,0,0,0.574,0
2,23,3,11,1,0,2,0,0,0.481,1
3,17,1,12,1,1,1,1,1,0.82,0
2,13,1,18,1,1,2,0,0,0.033,0
3,3,2,12,1,0,2,0,0,0.221,0
3,23,0,21,3,0,4,0,0,0.609,0
0,5,1,16,2,1,1,0,0,0.144,0
2,14,2,18,1,2,3,1,0,0.79,0
2,11,0,17,0,2,2,0,0,0.421,0
2,21,1,12,0,0,4,0,0,0.446,0
2,4,1,14,1,0,3,1,0,0.499,0
0,13,0,11,0,1,4,0,0,0.383,0
2,4,2,14,1,1,5,0,1,0.613,0
3,7,1,15,0,0,5,0,1,0.55,0
2,19,0,14,1,1,1,1,1,0.289,0
2,9,1,25,1,1,2,0,0,0.276,0
3,2,3,11,1,1,6,0,1,0.689,1
1,7,0,14,0,1,4,0,0,0.224,0
2,2,2,12,3,1,6,0,1,0.927,0
3,14,0,23,0,0,3,0,0,0.056,0
2,20,2,19,0,2,0,1,0,0.936,1
2,14,0,12,1,2,3,0,0,0.461,0
2,23,0,21,1,1,1,1,0,0.914,0
2,22,0,9,0,2,0,0,1,0.593,0
2,11,2,11,1,2,1,0,0,0.385,1
1,1,4,14,2,3,1,0,0,0.819,0
0,11,2,13,0,0,6,0,0,0.711,0
2,11,2,16,0,0,0,1,1,0.974,0
0,20,0,16,2,0,0,1,0,0.851,0
2,3,0,11,3,0,2,0,0,0.578,1
3,8,2,13,1,0,1,0,0,0.726,0
2,3,2,24,0,0,1,0,0,0.527,0
2,19,2,24,1,1,1,1,1,0.128,1
2,17,1,20,1,0,2,0,1,0.732,0
2,20,0,13,1,0,1,0,0,0.388,0
2,18,0,18,1,1,4,0,0,0.822,0
2,2,1,10,1,1,2,0,0,0.14,0
3,16,0,24,1,1,3,0,0,0.651,0
2,10,1,8,2,1,1,0,1,0.198,0
2,5,3,20,0,3,3,0,0,0.657,0
2,13,3,18,1,1,1,0,0,0.241,1
2,3,3,11,1,0,2,0,1,0.231,0
1,2,1,26,0,1,5,0,0,0.98,0
2,7,2,15,1,2,0,1,0,0.004,0
3,2,0,19,0,0,1,0,0,0.59,0
2,10,1,17,3,1,2,1,0,0.521,1
3,16,1,16,0,0,1,0,0,0.663,0
2,16,0,14,0,0,2,0,0,0.528,0
2,3,1,21,0,0,3,0,0,0.792,0
3,1,1,16,1,2,1,0,0,0.377,0
3,7,0,19,0,1,4,1,0,0.353,1
2,22,0,20,1,1,2,0,1,0.473,0
2,8,1,17,0,0,1,0,0,0.527,0
2,6,1,14,0,0,2,1,0,0.354,0
2,8,1,16,0,0,6,0,1,0.279,0
1,11,1,7,2,1,0,0,0,0.394,0
3,22,3,11,0,0,0,0,0,0.271,0
2,13,0,5,0,0,4,1,0,0.51,0
2,9,1,14,0,0,3,0,0,0.89,0
2,22,2,11,1,1,3,0,0,0.775,0
2,22,1,15,0,2,0,0,0,0.429,1
2,0,2,16,0,0,1,0,0,0.156,0
2,0,1,9,1,0,3,0,0,0.427,1
1,8,0,16,0,0,3,1,0,0.31,0
2,12,0,17,0,1,0,0,0,0.766,0
2,11,1,8,0,0,3,1,0,0.532,1
3,4,1,14,1,2,3,1,0,0.603,0
2,11,0,12,1,2,2,1,0,0.308,0
2,5,0,17,0,0,8,0,0,0.435,0
2,21,1,10,0,1,0,1,0,0.632,0
3,18,1,15,2,3,3,1,0,0.672,0
2,3,1,15,2,1,1,0,0,0.139,0
2,18,2,17,0,1,1,0,0,0.762,0
2,5,0,13,0,0,1,0,1,0.308,1
3,21,1,12,0,0,6,1,1,0.147,0
3,13,2,19,0,2,4,0,0,0.009,0
2,20,1,11,0,0,3,0,1,0.744,0
1,18,1,20,0,0,1,0,0,0.566,0
2,19,1,11,0,1,2,1,0,0.288,0
2,4,1,15,0,2,4,1,0,0.37,0
2,14,1,18,0,0,3,0,0,0.542,0
2,0,0,13,3,2,1,0,0,0.574,0
2,3,1,13,0,1,6,1,0,0.94,0
2,2,0,17,0,0,4,0,0,0.112,0
1,2,1,15,1,0,1,0,0,0.22,0
2,11,1,18,0,1,0,0,0,0.417,0
2,1,3,18,1,0,1,0,0,0.444,0
1,0,3,16,0,0,1,0,1,0.609,1
2,19,0,15,0,1,3,0,0,0.009,0
2,15,1,13,1,0,1,1,0,0.31,0
2,6,1,17,0,1,2,0,0,0.937,0
2,8,1,10,1,0,0,0,1,0.19,0
2,21,1,9,0,0,0,1,0,0.741,0
2,22,0,15,0,2,1,1,1,0.796,1
2,14,1,11,2,2,5,0,0,0.416,0
2,9,1,12,2,0,4,1,0,0.779,0
2,9,1,16,0,2,0,0,0,0.116,0
0,8,0,12,0,0,3,0,0,0.665,1
3,10,1,11,0,1,2,0,0,0.852,0
2,21,0,18,0,0,0,1,1,0.717,0
2,14,0,18,0,2,2,0,1,0.757,0
3,22,2,16,1,0,1,1,1,0.252,0
2,15,2,8,0,0,5,0,0,0.587,1
3,16,2,14,0,1,2,0,1,0.121,1
2,4,0,14,0,1,2,0,0,0.907,0
1,2,3,15,0,0,3,0,0,0.281,0
3,3,0,9,3,0,1,1,0,0.542,0
2,15,0,11,0,0,2,0,0,0.028,0
2,23,2,18,1,0,2,0,0,0.991,0
2,7,3,16,1,0,2,0,0,0.591,0
0,1,1,16,1,0,1,0,1,0.752,0
2,17,2,9,0,0,5,0,1,0.672,0
0,2,3,8,1,0,2,1,1,0.122,0
2,22,2,24,1,1,3,0,0,0.911,0
2,4,1,17,1,0,1,0,0,0.235,1
3,14,0,17,0,0,3,0,0,0.334,0
2,11,1,21,0,2,1,0,0,0.096,0
1,11,1,14,2,1,3,1,0,0.014,1
2,9,0,17,1,0,2,0,0,0.688,1
2,9,2,12,1,0,0,0,0,0.044,0
3,3,1,16,1,0,2,0,1,0.207,0
2,14,0,13,1,0,0,0,0,0.795,0
2,8,4,17,0,0,3,1,0,0.116,0
2,22,2,16,0,0,1,0,0,0.326,0
3,0,1,16,0,0,4,1,0,0.659,0
2,16,0,15,1,0,2,0,0,0.512,1
3,19,1,19,1,1,2,0,0,0.065,0
2,21,3,13,2,1,3,0,1,0.4,0
2,16,2,20,0,0,2,0,1,0.842,0
2,13,1,14,1,1,0,0,0,0.822,0
1,12,0,18,1,0,1,1,1,0.015,0
1,20,1,15,0,2,3,1,0,0.707,0
2,19,1,12,0,1,2,0,0,0.348,0
2,21,2,14,1,1,1,1,0,0.997,0
1,23,2,16,1,1,2,1,0,0.356,1
2,11,0,17,1,1,2,1,0,0.51,0
2,9,2,15,4,0,3,0,0,0.676,0
2,12,3,20,3,2,2,0,0,0.702,0
2,8,1,18,0,0,1,0,0,0.741,0
2,17,1,10,1,0,1,0,1,0.07,0
2,11,0,11,1,0,3,0,1,0.483,0
2,10,2,14,1,0,2,0,0,0.648,1
2,18,3,13,0,1,2,0,0,0.406,0
2,10,3,13,0,2,4,0,0,0.97,0
2,17,1,17,0,2,3,1,0,0.268,0
2,17,1,14,0,0,4,0,0,0.74,0
2,10,1,20,1,1,1,1,0,0.146,0
2,7,0,17,1,1,3,0,0,0.773,0
3,11,0,11,1,0,3,0,1,0.223,0
2,10,0,13,2,1,1,1,0,0.02,0
2,14,4,12,2,0,1,1,1,0.782,0
0,21,1,15,0,0,4,1,0,0.308,0
3,13,2,19,1,0,2,0,0,0.136,0
2,14,2,9,2,0,1,1,1,0.98,0
2,6,2,21,0,0,1,0,0,0.84,0
0,15,3,11,0,0,2,0,1,0.908,1
3,21,0,14,0,0,7,0,0,0.382,0
3,6,1,17,1,0,2,0,1,0.511,0
0,22,1,12,1,0,3,0,0,0.611,0
2,22,3,14,0,0,3,0,0,0.95,0
2,16,1,13,0,0,2,0,0,0.652,0
2,3,1,13,1,0,2,0,1,0.341,1
2,3,1,15,1,1,2,0,1,0.416,1
3,18,2,16,1,0,2,0,0,0.463,0
2,19,1,18,1,0,1,1,0,0.845,0
2,13,0,15,0,0,3,0,0,0.949,0
2,17,2,16,1,2,2,1,0,0.37,0
2,10,0,14,1,1,0,0,0,0.46,0
3,13,1,19,3,1,0,0,0,0.657,0
2,18,3,12,0,0,1,0,0,0.04,0
2,14,0,12,0,1,4,0,1,0.907,0
2,9,2,6,1,1,8,0,0,0.021,0
2,0,0,10,0,0,1,1,0,0.084,0
0,10,0,11,0,0,1,1,0,0.614,0
2,0,4,19,1,1,3,0,0,0.547,0
2,13,1,20,2,1,2,0,0,0.947,0
1,2,0,19,1,2,3,0,0,0.532,0
3,0,1,11,1,1,3,0,0,0.574,0
2,19,1,14,0,0,4,1,1,0.489,0
2,7,2,11,2,1,2,0,0,0.284,0
2,19,1,21,1,1,0,0,1,0.463,0
2,4,1,14,0,0,4,0,0,0.263,0
3,18,0,14,2,1,2,0,0,0.775,0
3,4,2,16,0,0,1,1,0,0.29,0
2,6,0,15,0,0,3,0,0,0.883,0
1,13,2,18,0,0,3,0,0,0.416,0
2,19,0,12,1,0,0,0,0,0.13,0
2,17,2,10,1,1,2,0,1,0.434,0
2,0,2,12,0,0,1,0,0,0.079,1
0,7,2,15,4,0,0,0,1,0.326,0
0,16,2,13,0,0,1,0,1,0.009,0
